8,305
8,310
8,299
8,668
8,230
8,261
8,256
8,258
8,282
8,365
8,272
8,631
8,362
8,337
8,347
8,351
8,361
8,312
8,285
8,376
8,256
8,343
8,355
8,259
8,274
8,281
8,239
8,427
8,450
8,238
8,312
8,317
8,228
8,248
8,298
8,493
8,246
8,244
8,319
8,295
8,275
8,263
8,346
8,288
8,288
8,268
8,222
8,289
8,322
8,351
8,322
8,352
8,365
8,312
8,273
8,336
8,235
8,338
8,277
8,303
8,313
8,272
8,321
8,222
8,265
8,233
8,277
8,285
8,248
8,286
8,243
8,282
8,262
8,246
8,265
8,296
8,331
8,334
8,249
8,251
8,265
8,363
8,285
8,266
8,333
8,306
8,397
8,383
8,246
8,333
8,232
8,262
8,243
8,309
8,263
8,212
8,385
8,263
8,272
8,267
