60,942
60,252
60,742
60,377
60,740
60,726
60,719
60,406
60,069
60,956
60,111
60,361
60,456
61,774
60,827
60,589
60,551
60,458
60,266
60,345
60,806
60,074
60,328
60,927
61,564
60,372
63,941
61,113
60,948
60,301
60,577
60,687
60,392
60,671
60,728
60,603
60,222
60,554
60,688
59,937
60,241
60,816
60,543
60,535
60,738
60,345
60,489
60,274
60,474
60,536
60,604
61,022
60,938
60,178
60,267
60,207
60,497
60,281
60,117
60,790
60,576
60,384
60,793
60,972
60,973
59,999
60,228
60,605
60,004
60,329
61,291
60,465
60,643
61,173
60,094
60,660
60,925
60,511
60,541
60,312
60,693
60,177
61,065
60,403
60,502
60,814
60,666
60,349
60,885
60,456
60,686
60,964
60,711
61,222
60,501
60,835
60,724
60,257
61,077
60,950
60,328
60,259
60,274
60,656
61,120
61,397
60,626
60,385
60,675
61,498
60,604
