60,681
60,964
61,205
60,416
60,852
60,940
60,923
60,566
60,618
60,636
60,526
60,873
60,771
60,642
61,409
60,599
61,279
61,231
60,778
60,355
60,720
61,352
60,492
60,654
61,267
60,895
60,627
61,029
61,148
60,906
60,370
60,439
61,725
60,552
61,086
60,721
60,631
60,837
60,432
60,414
60,271
60,504
60,680
60,273
60,134
60,283
60,773
60,466
60,432
61,210
61,004
60,661
61,159
60,833
60,538
60,554
61,466
60,184
60,499
60,305
60,493
61,752
60,547
60,304
60,553
61,049
60,372
60,572
60,826
60,335
60,931
60,975
60,360
60,960
61,458
60,897
60,733
60,638
60,323
61,155
60,662
60,764
60,864
60,191
61,063
60,728
60,248
60,772
60,470
60,596
60,941
60,819
61,036
61,054
60,632
61,007
60,924
60,549
60,712
60,895
